customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_001906,Female,0,Yes,Yes,27,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.55,1805.38,Yes
CUST_001907,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,112.42,1165.49,Yes
CUST_001908,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.13,216.92,Yes
CUST_001909,Female,1,No,No,29,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.11,2785.37,Yes
CUST_001910,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),118.75,2081.41,No
CUST_001911,Female,0,No,Yes,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.16,0.0,Yes
CUST_001912,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.38,235.9,No
CUST_001913,Female,0,Yes,No,18,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.32,1628.0,No
CUST_001914,Female,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,91.03,6147.0,No
CUST_001915,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,83.36,172.84,Yes
CUST_001916,Female,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),78.49,241.4,No
CUST_001917,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.69,518.04,No
CUST_001918,Female,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,97.88,2780.85,No
CUST_001919,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,2607.22,No
CUST_001920,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,93.77,3197.43,No
CUST_001921,Male,1,Yes,No,3,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,97.14,288.86,Yes
CUST_001922,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.17,433.16,No
CUST_001923,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.32,4468.79,Yes
CUST_001924,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),88.41,86.9,Yes
CUST_001925,Female,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,97.34,5727.54,No
CUST_001926,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.3,32.64,Yes
CUST_001927,Male,0,No,No,22,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.87,1709.97,Yes
CUST_001928,Male,1,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.42,749.24,No
CUST_001929,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,98.79,2873.06,No
CUST_001930,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.13,261.14,Yes
CUST_001931,Female,0,No,Yes,68,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.81,6358.25,No
CUST_001932,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.85,2149.5,No
CUST_001933,Male,0,No,Yes,45,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,92.21,4062.16,No
CUST_001934,Male,0,No,No,7,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,86.56,632.15,Yes
CUST_001935,Male,0,No,No,66,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.96,4913.57,No
CUST_001936,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.45,971.09,Yes
CUST_001937,Male,1,Yes,Yes,15,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),68.15,1047.67,Yes
CUST_001938,Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),107.76,309.04,Yes
CUST_001939,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.86,2122.32,No
CUST_001940,Male,0,No,Yes,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1,1190.2,No
CUST_001941,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),109.3,446.78,No
CUST_001942,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),106.42,1868.99,No
CUST_001943,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),65.58,1009.31,No
CUST_001944,Female,0,Yes,Yes,35,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.61,3445.47,No
CUST_001945,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.07,2227.3,No
CUST_001946,Female,0,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),88.86,4001.54,No
CUST_001947,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),55.99,3070.26,No
CUST_001948,Female,0,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,62.39,987.83,No
CUST_001949,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.27,3265.3,Yes
CUST_001950,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,97.88,5410.52,No
CUST_001951,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),89.78,438.99,Yes
CUST_001952,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.96,2101.09,No
CUST_001953,Male,1,Yes,No,1,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.12,93.64,Yes
CUST_001954,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),86.72,3419.38,No
CUST_001955,Male,0,No,No,33,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.8,3235.75,No
CUST_001956,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),95.11,4339.42,Yes
CUST_001957,Female,1,Yes,No,47,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.22,3939.98,Yes
CUST_001958,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,104.91,6694.55,No
CUST_001959,Male,0,No,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.6,255.09,Yes
CUST_001960,Male,1,Yes,No,41,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,54.28,2282.96,No
CUST_001961,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.3,1309.73,No
CUST_001962,Male,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.61,0.0,Yes
CUST_001963,Female,1,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,87.51,2454.37,No
CUST_001964,Female,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.77,2692.02,Yes
CUST_001965,Male,0,Yes,No,38,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.87,3137.72,No
CUST_001966,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.75,3048.6,No
CUST_001967,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),105.72,2724.76,No
CUST_001968,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,49.08,1082.34,No
CUST_001969,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,89.1,2304.63,Yes
CUST_001970,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,116.37,240.73,No
CUST_001971,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,98.48,5079.65,Yes
CUST_001972,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.29,1267.67,No
CUST_001973,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,118.75,2084.67,Yes
CUST_001974,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),102.97,313.68,Yes
CUST_001975,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.39,211.56,No
CUST_001976,Male,0,No,Yes,3,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.98,252.69,Yes
CUST_001977,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),105.02,1753.04,Yes
CUST_001978,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,97.42,6007.74,No
CUST_001979,Male,0,No,Yes,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.19,3699.21,No
CUST_001980,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,99.48,1835.72,Yes
CUST_001981,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.2,150.46,No
CUST_001982,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,47.02,598.33,No
CUST_001983,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.0,2712.88,No
CUST_001984,Male,1,Yes,Yes,51,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,68.58,3329.26,No
CUST_001985,Female,0,Yes,No,48,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.34,4448.16,No
CUST_001986,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,4284.24,Yes
CUST_001987,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),101.75,307.02,No
CUST_001988,Female,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,102.63,1750.37,No
CUST_001989,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.46,311.12,Yes
CUST_001990,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.35,884.48,No
CUST_001991,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.98,84.0,Yes
CUST_001992,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.84,212.85,No
CUST_001993,Male,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.35,432.59,Yes
CUST_001994,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),46.91,0.0,Yes
CUST_001995,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,108.56,1776.21,Yes
CUST_001996,Male,1,No,No,10,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.24,874.22,No
CUST_001997,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),117.21,859.41,No
CUST_001998,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),113.94,3506.93,No
CUST_001999,Male,0,No,No,70,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),69.99,4946.98,No
CUST_002000,Male,0,No,No,67,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.07,5447.93,No
CUST_002001,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.73,1458.3,Yes
CUST_002002,Female,0,No,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),76.9,791.63,Yes
CUST_002003,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.6,2976.62,No
CUST_002004,Female,0,No,Yes,26,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.36,1796.41,No
CUST_002005,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),118.75,4091.35,No
CUST_002006,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),98.11,1218.76,No
CUST_002007,Female,1,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.27,449.94,No
CUST_002008,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),79.8,1735.19,No
CUST_002009,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.42,5215.12,No
CUST_002010,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.57,2030.29,Yes
CUST_002011,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.91,7409.09,No
CUST_002012,Male,1,Yes,Yes,22,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.47,2000.23,Yes
CUST_002013,Female,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,76.45,5410.49,No
CUST_002014,Female,0,No,No,0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.98,0.0,Yes
CUST_002015,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,102.97,5408.86,No
CUST_002016,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.0,1559.3,No
CUST_002017,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.01,2008.7,No
CUST_002018,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,83.04,633.73,No
CUST_002019,Male,0,No,No,23,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.44,2265.96,Yes
CUST_002020,Female,1,No,Yes,20,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.33,1666.26,Yes
CUST_002021,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,99.2,2699.34,Yes
CUST_002022,Male,0,No,No,59,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.29,3928.35,Yes
CUST_002023,Female,0,No,No,23,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),56.75,1279.92,Yes
CUST_002024,Male,0,No,No,64,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.29,5757.37,No
CUST_002025,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,92.65,0.0,Yes
CUST_002026,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),108.92,5191.69,Yes
CUST_002027,Male,0,No,No,20,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.25,734.53,Yes
CUST_002028,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),88.79,5939.01,No
CUST_002029,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,108.09,2663.02,Yes
CUST_002030,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.37,1564.71,No
CUST_002031,Male,0,No,No,19,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,98.37,1903.83,No
CUST_002032,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),106.85,2700.35,No
CUST_002033,Male,1,Yes,No,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),109.73,5675.82,No
CUST_002034,Female,0,No,No,50,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.98,4578.7,No
CUST_002035,Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),99.58,3048.27,Yes
CUST_002036,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,86.18,2164.31,No
CUST_002037,Female,1,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),102.14,1705.26,Yes
CUST_002038,Male,1,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),104.37,3090.36,No
CUST_002039,Female,0,Yes,No,37,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,68.67,2484.96,No
CUST_002040,Male,0,Yes,No,0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.74,0.0,Yes
CUST_002041,Male,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,93.71,3598.17,No
CUST_002042,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,94.69,2192.43,Yes
CUST_002043,Male,0,No,No,3,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,93.51,280.63,Yes
CUST_002044,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,107.6,0.0,Yes
CUST_002045,Female,1,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),71.54,1785.2,No
CUST_002046,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),104.88,4645.92,No
CUST_002047,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,75.38,2291.88,Yes
CUST_002048,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,2821.5,Yes
CUST_002049,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),118.75,240.0,Yes
CUST_002050,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,111.08,2003.28,Yes
CUST_002051,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.24,6075.49,Yes
CUST_002052,Male,0,No,No,59,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.76,3773.11,No
CUST_002053,Female,1,No,No,25,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,74.42,1847.21,No
CUST_002054,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),118.75,677.19,Yes
CUST_002055,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.32,2112.46,No
CUST_002056,Male,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,65.36,834.34,No
CUST_002057,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,89.81,1127.13,No
CUST_002058,Male,0,No,No,69,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,100.26,6889.45,No
CUST_002059,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.32,508.09,No
CUST_002060,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.41,312.75,No
CUST_002061,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.76,250.77,Yes
CUST_002062,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),118.75,2485.79,No
CUST_002063,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.88,0.0,Yes
CUST_002064,Female,0,No,Yes,20,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,66.24,1361.51,No
CUST_002065,Male,1,Yes,No,69,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),78.91,5392.82,No
CUST_002066,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,99.33,2752.02,Yes
CUST_002067,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.52,1193.65,No
CUST_002068,Male,1,No,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,7571.74,No
CUST_002069,Female,0,Yes,Yes,47,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,78.63,3683.68,No
CUST_002070,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,5107.1,No
CUST_002071,Male,1,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,92.7,5996.34,No
CUST_002072,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.87,400.21,Yes
CUST_002073,Female,1,No,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,96.6,2192.33,Yes
CUST_002074,Female,1,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.39,5120.61,No
CUST_002075,Male,0,No,No,28,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,81.56,2271.43,No
CUST_002076,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.41,0.0,Yes
CUST_002077,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,115.35,4984.78,No
CUST_002078,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.01,2761.38,Yes
CUST_002079,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),118.75,8085.6,No
CUST_002080,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),83.41,4665.83,No
CUST_002081,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.68,883.48,No
